college_name,sat_score,state,institution_type,major,admission_rate,undergrad_enrollment,tuition
The Salon Professional Academy-St Charles,1154,MO,Private,Unknown,0.7778,117,18700
Mildred Elley-New York Campus,1154,NY,Private,Unknown,0.7778,1004,21229
National Paralegal College,1154,AZ,Private,Unknown,0.7778,388,8989
Carolina College Of Biblical Studies,1154,NC,Private,Unknown,0.7778,122,7476
Northeast Technology Center,1154,OK,Public,Unknown,0.7778,1340,18700
Allstate Hairstyling & Barber College,1154,OH,Private,Unknown,0.7778,41,18700
Omega Graduate School,1154,TN,Private,Unknown,0.7778,1107,18700
Jung Tao School Of Classical Chinese Medicine,1154,NC,Private,Unknown,0.7778,1107,18700
New York Film Academy,1154,CA,Private,Unknown,0.7778,965,65994
International College Of Cosmetology,1154,CA,Private,Unknown,0.7778,125,18700
Bella Capelli Academy,1154,PA,Private,Unknown,0.7778,194,18700
Institute Of Medical Careers,1154,PA,Private,Unknown,0.7778,866,18700
Flagler Technical College,1154,FL,Public,Unknown,0.7778,91,18700
Galaxy Medical College,1154,CA,Private,Unknown,0.7778,65,18700
American Medical Sciences Center,1154,CA,Private,Unknown,0.7778,200,18700
Mandalyn Academy,1154,UT,Private,Unknown,0.7778,62,18700
Jose Maria Vargas University,1154,FL,Private,Unknown,0.7778,83,12260
D A Dorsey Technical College,1154,FL,Public,Unknown,0.7778,275,18700
Keweenaw Bay Ojibwa Community College,1154,MI,Public,Unknown,0.7778,147,6266
Meridian Institute Of Surgical Assisting,1154,TN,Private,Unknown,0.7778,788,18700
Mauna Loa Helicopters,1154,HI,Private,Unknown,0.7778,12,18700
Acaydia School Of Aesthetics,1154,UT,Private,Unknown,0.7778,116,18700
Holistic Massage Training Institute,1154,MD,Private,Unknown,0.7778,28,18700
Diamonds College,1154,TX,Private,Unknown,0.7778,36,18700
Northern Virginia School Of Therapeutic Massage,1154,VA,Private,Unknown,0.7778,87,18700
Paul Mitchell The School-St Louis,1154,MO,Private,Unknown,0.7778,209,18700
Advanced Training Institute,1154,NV,Private,Unknown,0.7778,545,18700
Shepherds Theological Seminary,1154,NC,Private,Unknown,0.7778,1107,18700
Taylor Andrews Academy Of Hair Design-West Jordan,1154,UT,Private,Unknown,0.7778,165,18700
Santa Ana Beauty Academy,1154,CA,Private,Unknown,0.7778,45,18700
Manna University,1154,NC,Private,Unknown,1.0,169,7963
Evolve Beauty Academy,1154,MO,Private,Unknown,0.7778,21,18700
Aveda Institute-New Mexico,1154,NM,Private,Unknown,0.7778,157,18700
American Trade School,1154,MO,Private,Unknown,0.7778,140,18700
Estelle Skin Care And Spa Institute,1154,IL,Private,Unknown,0.7778,121,18700
Elite Cosmetology School,1154,CA,Private,Unknown,0.7778,123,18700
Bergin University Of Canine Studies,1154,CA,Private,Unknown,0.7778,18,18700
Aveda Institute-Boise,1154,ID,Private,Unknown,0.7778,93,18700
Pima Medical Institute-Aurora,1154,CO,Private,Unknown,0.7778,290,18700
Capilo School Of Hair Design,1154,ME,Private,Unknown,0.7778,133,18700
Pure Aesthetics Natural Skincare School,1154,AZ,Private,Unknown,0.7778,53,18700
Lindsey Institute Of Cosmetology,1154,KY,Private,Unknown,0.7778,65,18700
Buckner Barber School,1154,TX,Private,Unknown,0.7778,42,18700
Simmons College Of Kentucky,1154,KY,Private,Unknown,0.9821,381,17398
Atelier Esthetique Institute Of Esthetics,1154,NY,Private,Unknown,0.7778,244,18700
Advanced College Of Cosmetology,1154,WI,Private,Unknown,0.7778,34,18700
North American University,1154,TX,Private,Unknown,0.7778,573,25816
United Beauty College,1154,CO,Private,Unknown,0.7778,12,18700
Cinta Aveda Institute,1154,CA,Private,Unknown,0.7778,95,18700
Long Island Nail Skin & Hair Institute,1154,NY,Private,Unknown,0.7778,149,18700
Keser Torah-Mayan Hatalmud,1154,NJ,Private,Unknown,0.7143,59,18900
Southern California Health Institute,1154,CA,Private,Unknown,0.7778,69,18700
Best Care College,1154,NJ,Private,Unknown,0.7778,46,18700
First Class Cosmetology School,1154,WI,Private,Unknown,0.7778,104,18700
Millennia Atlantic University,1154,FL,Private,Unknown,0.7778,104,14778
Abcott Institute,1154,MI,Private,Unknown,0.7778,166,18700
The Salon Professional Academy-Kenosha,1154,WI,Private,Unknown,0.7778,95,18700
Paul Mitchell The School-Indianapolis,1154,IN,Private,Unknown,0.7778,224,18700
Taylor Andrews Academy-St George,1154,UT,Private,Unknown,0.7778,162,18700
Protege Academy,1154,MI,Private,Unknown,0.7778,68,18700
Colorado Academy Of Veterinary Technology,1154,CO,Private,Unknown,0.7778,25,20821
Northeast Technical Institute,1154,ME,Private,Unknown,0.7778,274,18700
Elite School Of Cosmetology,1154,OH,Private,Unknown,0.7778,179,18700
Paul Mitchell The School-Las Vegas,1154,NV,Private,Unknown,0.7778,219,18700
Summit Salon Academy-Kokomo,1154,IN,Private,Unknown,0.7778,103,18700
Florida Academy,1154,FL,Private,Unknown,0.7778,408,18700
Institute For Doctoral Studies In The Visual Arts,1154,ME,Private,Unknown,0.7778,1107,18700
State Career College,1154,IL,Private,Unknown,0.7778,140,18700
Academy For Salon Professionals,1154,CA,Private,Unknown,0.7778,140,18700
Paul Mitchell The School-Spokane,1154,WA,Private,Unknown,0.7778,195,18700
International College Of Beauty Arts & Sciences,1154,CA,Private,Unknown,0.7778,59,18700
John Paul The Great Catholic University,1181,CA,Private,Unknown,0.7929,297,53326
University Of Connecticut-Hartford Campus,1081,CT,Public,Unknown,0.8645,1473,18442
Ottawa University-Surprise,978,AZ,Private,Unknown,0.3988,768,55240
Chamberlain University-Missouri,1154,MO,Private,Unknown,0.8333,328,20286
Chamberlain University-Texas,1154,TX,Private,Unknown,0.9565,2416,20286
Continental School Of Beauty Culture-Mattydale,1154,NY,Private,Unknown,0.7778,145,18700
Paul Mitchell The School-Columbia,1154,SC,Private,Unknown,0.7778,300,18700
Paul Mitchell The School-Charleston,1154,SC,Private,Unknown,0.7778,266,18700
Kenneth Shuler School Of Cosmetology-Greenville,1154,SC,Private,Unknown,0.7778,133,18700
Northwest College-Eugene,1154,OR,Private,Unknown,0.7778,119,18700
Northwest College-Tualatin,1154,OR,Private,Unknown,0.7778,28,18700
Cet-Soledad,1154,CA,Private,Unknown,0.7778,179,18700
Uei College-Oceanside,1154,CA,Private,Unknown,0.7778,777,18700
Paul Mitchell The School-New Orleans,1154,LA,Private,Unknown,0.7778,226,18700
Uei College-Garden Grove,1154,CA,Private,Unknown,0.7778,1093,18700
New England Tractor Trailer Training School Of Massachusetts,1154,MA,Private,Unknown,0.7778,527,18700
Allen School-Phoenix,1154,AZ,Private,Unknown,0.7778,11,18700
Oklahoma Technical College,1154,OK,Private,Unknown,0.7778,120,18700
Unitech Training Academy-Alexandria,1154,LA,Private,Unknown,0.7778,82,18700
Uei College-Riverside,1154,CA,Private,Unknown,0.7778,1447,18700
Wellspring School Of Allied Health-Lawrence,1154,KS,Private,Unknown,0.7778,36,18700
Manuel And Theresa'S School Of Hair Design-Victoria,1154,TX,Private,Unknown,0.7778,17,18700
Tricoci University Of Beauty Culture-Chicago Ne,1154,IL,Private,Unknown,0.7778,135,18700
Los Angeles Pacific University,1154,CA,Private,Unknown,0.7778,1453,13176
Avalon Institute-Phoenix,1154,AZ,Private,Unknown,0.7778,382,18700
Avalon Institute-Layton,1154,UT,Private,Unknown,0.7778,217,18700
Aveda Institute-Des Moines,1154,IA,Private,Unknown,0.7778,179,18700
Fortis Institute-Lawrenceville,1154,NJ,Private,Unknown,0.7778,305,18700
Relay Graduate School Of Education,1154,NY,Private,Unknown,0.7778,93,18700
Miller-Motte College-Macon,1154,GA,Private,Unknown,0.7778,206,18700
South University-Savannah Online,1154,GA,Private,Unknown,0.7778,6492,18046
San Joaquin Valley College-Temecula,1154,CA,Private,Unknown,0.7778,649,18700
Whitworth University-Adult Degree Programs,1154,WA,Private,Unknown,0.7778,170,18700
The Colleges Of Law At Santa Barbara,1154,CA,Private,Unknown,0.7778,1107,18700
Springfield College-Regional Online And Continuing Education,1154,MA,Private,Unknown,0.7778,254,18700
Marian Health Careers Center-Van Nuys Campus,1154,CA,Private,Unknown,0.7778,88,18700
Milan Institute-Las Vegas,1154,NV,Private,Unknown,0.7778,214,18700
Catholic Distance University,1154,WV,Private,Unknown,0.7778,95,10775
New York School Of Esthetics & Day Spa,1154,NY,Private,Unknown,0.7778,164,18700
Finger Lakes Health College Of Nursing & Health Sciences,1154,NY,Private,Unknown,0.7778,65,15330
Asi Career Institute,1154,NJ,Private,Unknown,0.7778,33,18700
Christine Valmy International School Of Esthetics & Cosmetology,1154,NJ,Private,Unknown,0.7778,247,18700
Paul Mitchell The School-Arlington,1154,TX,Private,Unknown,0.7778,265,18700
Rocky Mountain University Of Health Professions,1154,UT,Private,Unknown,0.7778,1107,18700
Paul Mitchell The School-Fort Myers,1154,FL,Private,Unknown,0.7778,108,18700
Paul Mitchell The School-Raleigh,1154,NC,Private,Unknown,0.7778,133,18700
Cuny Stella And Charles Guttman Community College,1154,NY,Public,Unknown,0.7778,1054,6794
Lil Lou'S Beauty And Barber College,1154,IN,Private,Unknown,0.7778,40,18700
Criswell College,1154,TX,Private,Unknown,0.9167,118,27748
Beverly Hills Design Institute,1154,CA,Private,Unknown,0.7778,14,18700
Reflections Academy Of Beauty,1154,IL,Private,Unknown,0.7778,29,18700
Ucas University Of Cosmetology Arts & Sciences-La Joya,1154,TX,Private,Unknown,0.7778,52,18700
Annenberg School Of Nursing,1154,CA,Private,Unknown,0.8,24,18700
American Medical Academy,1154,FL,Private,Unknown,0.7778,303,18700
Tooele Technical College,1154,UT,Public,Unknown,0.7778,313,18700
Chamberlain University-Georgia,1154,GA,Private,Unknown,0.9615,1588,20286
Chamberlain University-Indiana,1154,IN,Private,Unknown,1.0,177,20286
Sessions College For Professional Design,1154,AZ,Private,Unknown,0.7778,152,12440
Empire Beauty School-Virginia Beach,1154,VA,Private,Unknown,0.7778,169,18700
Ross Medical Education Center-Morgantown,1154,WV,Private,Unknown,0.7778,16,18700
Miami Ad School-New York,1154,NY,Private,Unknown,0.7778,32,24400
Larry'S Barber College,1154,IL,Private,Unknown,0.7778,81,18700
Futura Career Institute,1154,FL,Private,Unknown,0.7778,478,18700
Vogue College Of Cosmetology-San Antonio Fredericksburg,1154,TX,Private,Unknown,0.7778,122,18700
Vogue College Of Cosmetology,1154,TX,Private,Unknown,0.7778,136,18700
Tomorrow'S Image Barber And Beauty Academy Of Virginia,1154,VA,Private,Unknown,0.7778,18,18700
Medical Allied Career Center,1154,CA,Private,Unknown,0.7778,64,18700
Bais Hamedrash And Mesivta Of Baltimore,1154,MD,Private,Unknown,1.0,91,24300
Barber & Beauty Institute Of New York,1154,NY,Private,Unknown,0.7778,28,18700
Salon Institute-Toledo Campus,1154,OH,Private,Unknown,0.7778,152,18700
Athena Career Academy,1154,OH,Private,Unknown,0.6,395,18700
Yeshiva Gedolah Zichron Leyma,1154,NJ,Private,Unknown,0.7059,47,19850
The Barber School,1154,UT,Private,Unknown,0.7778,145,18700
Be'Er Yaakov Talmudic Seminary,1154,NY,Private,Unknown,0.7778,679,20500
Rio Grande Valley College,1154,TX,Private,Unknown,0.7778,818,18700
Alexander Academy,1154,MA,Private,Unknown,0.7778,30,18700
Aveda Institute-Tucson,1154,AZ,Private,Unknown,0.7778,264,18700
Diamond Beauty College,1154,CA,Private,Unknown,0.7778,73,18700
University Academy Of Hair Design,1154,AL,Private,Unknown,0.7778,38,18700
Florida Institute Of Recording Sound And Technology,1154,FL,Private,Unknown,0.7778,413,18700
Paul Mitchell The School-Reno,1154,NV,Private,Unknown,0.7778,212,18700
Boise Barber College,1154,ID,Private,Unknown,0.7778,82,18700
Austin Kade Academy,1154,ID,Private,Unknown,0.7778,116,18700
Aesthetic Science Institute,1154,NY,Private,Unknown,0.7778,157,18700
Elaine Sterling Institute,1154,GA,Private,Unknown,0.7778,653,18700
Wade Gordon Hairdressing Academy,1154,TX,Private,Unknown,0.7778,134,18700
Mitsu Sato Hair Academy,1154,KS,Private,Unknown,0.7778,97,18700
Fvi School Of Nursing And Technology,1154,FL,Private,Unknown,0.6128,553,18700
Colorado State University Global,1154,CO,Public,Unknown,0.9286,6202,8921
Paul Mitchell The School-Overland Park,1154,KS,Private,Unknown,0.7778,189,18700
Medspa Academies,1154,UT,Private,Unknown,0.7778,263,18700
Brighton Institute Of Cosmetology,1154,MI,Private,Unknown,0.7778,44,18700
West Coast University-Dallas,1154,TX,Private,Unknown,0.7778,1014,19223
Evangel University-James River Assembly Of God Church,1154,MO,Private,Unknown,0.7121,98,31042
Empire Beauty School-Savannah,1154,GA,Private,Unknown,0.7778,137,18700
Ogle School Hair Skin Nails-Denton,1154,TX,Private,Unknown,0.7778,198,18700
Empire Beauty School-West Greensboro,1154,NC,Private,Unknown,0.7778,124,18700
Bellus Academy,1154,KS,Private,Unknown,0.7778,223,18700
Pennsylvania State University-World Campus,1198,PA,Public,Unknown,0.8027,7554,17044
Medical Career Institute,1154,NJ,Private,Unknown,0.7778,162,18700
Advance Beauty Techs Academy,1154,CA,Private,Unknown,0.7778,85,18700
Elevate Salon Institute-Westminster,1154,CO,Private,Unknown,0.7778,115,18700
Brand College,1154,CA,Private,Unknown,1.0,12,18700
Hinton Barber And Beauty College,1154,CA,Private,Unknown,0.7778,62,18700
Advanced Career Institute,1154,CA,Private,Unknown,0.7778,780,18700
Digital Film Academy,1154,NY,Private,Unknown,0.7778,60,18700
Mycomputercareer At Raleigh,1154,NC,Private,Unknown,0.7778,1617,18700
South University-Austin,1154,TX,Private,Unknown,0.7778,243,19738
Bryant & Stratton College-Online,1154,NY,Private,Unknown,0.7778,7847,17691
Ogle School Hair Skin Nails-San Antonio,1154,TX,Private,Unknown,0.7778,438,18700
Warner Pacific University Professional And Graduate Studies,1154,OR,Private,Unknown,0.6706,161,18700
Platt College-Riverside,1154,CA,Private,Unknown,0.7778,416,15927
Empire Beauty School-Glen Burnie,1154,MD,Private,Unknown,0.7778,73,18700
Uei College-Stockton,1154,CA,Private,Unknown,0.7778,823,18700
Ross Medical Education Center-Dayton,1154,OH,Private,Unknown,0.7778,106,18700
Ross Medical Education Center-Ontario,1154,OH,Private,Unknown,0.7778,37,18700
Ross Medical Education Center-Bowling Green,1154,KY,Private,Unknown,0.7778,66,18700
Florida Institute Of Technology-Online,1154,FL,Private,Unknown,0.4444,628,13440
Rasmussen University-Kansas,1154,KS,Private,Unknown,0.7778,333,15372
School Of Missionary Aviation Technology,1154,MI,Private,Unknown,0.7778,36,18700
California Miramar University,1154,CA,Private,Unknown,0.6552,105,10932
Rocky Vista University,1154,CO,Private,Unknown,0.7778,1107,18700
The College Of Health Care Professions-Dallas,1154,TX,Private,Unknown,0.7778,633,18700
The College Of Health Care Professions-Fort Worth,1154,TX,Private,Unknown,0.7778,1025,18700
Shear Finesse Beauty Academy,1154,FL,Private,Unknown,0.7778,31,18700
Miami Media School,1154,FL,Private,Unknown,0.7778,37,18700
Academy Of Salon Professionals,1154,MO,Private,Unknown,0.7778,46,18700
Cybertex Institute Of Technology,1154,TX,Private,Unknown,0.7778,195,18700
New England Tractor Trailer Training School Of Ct-Bridgeport,1154,CT,Private,Unknown,0.7778,517,18700
Designer Barber & Stylist School,1154,AR,Private,Unknown,0.7778,91,18700
College Of The Muscogee Nation,1154,OK,Public,Unknown,0.7778,230,23945
The Salon Professional Academy-Huntsville,1154,AL,Private,Unknown,0.7778,56,18700
Midwives College Of Utah,1154,UT,Private,Unknown,0.6,253,9131
Aspen Beauty Academy Of Laurel,1154,MD,Private,Unknown,0.7778,118,18700
M T Training Center,1154,TX,Private,Unknown,0.7778,261,18700
Berks Career & Technology Center,1154,PA,Public,Unknown,0.7778,47,18700
Future Generations University,1154,WV,Private,Unknown,0.7778,1107,18700
Carthage R9 School District-Carthage Technical Center,1154,MO,Public,Unknown,0.7778,17,18700
Grace Mission University,1154,CA,Private,Unknown,0.7778,72,4730
World A Cuts Barber Institute,1154,PA,Private,Unknown,0.7778,30,18700
Verve College,1154,IL,Private,Unknown,0.7778,257,18700
Sotheby'S Institute Of Art-Ny,1154,NY,Private,Unknown,0.7778,1107,18700
Top Nails & Hair Beauty School,1154,UT,Private,Unknown,0.7778,104,18700
Santa Ana Beauty College,1154,CA,Private,Unknown,0.7778,74,18700
Shepherds College,1154,WI,Private,Unknown,0.5833,91,18700
Woodruff Medical And Wellness Training,1154,GA,Private,Unknown,0.7778,71,18700
Helms College,1154,GA,Private,Unknown,0.7778,150,18674
Ukiah Adult School,1154,CA,Public,Unknown,0.7778,0,18700
Riverside County Office Of Education-School Of Career Education,1154,CA,Public,Unknown,0.7778,108,18700
Institute Of Health Sciences,1154,MD,Private,Unknown,0.7778,176,15500
Mid-South Christian College,1154,TN,Private,Unknown,1.0,23,22268
New York Institute Of Beauty,1154,NY,Private,Unknown,0.7778,241,18700
Ultrasound Medical Institute,1154,FL,Private,Unknown,0.7778,110,18700
Xavier College School Of Nursing,1154,CA,Private,Unknown,0.7778,87,18700
Lawrence & Company College Of Cosmetology,1154,CA,Private,Unknown,0.7778,34,18700
Kaizen Beauty Academy,1154,FL,Private,Unknown,0.7778,86,18700
Sharp Edgez Barber Institute,1154,NY,Private,Unknown,0.7778,63,18700
The Salon Professional Academy-Nashville,1154,TN,Private,Unknown,0.7778,34,18700
Prestige Health & Beauty Sciences Academy,1154,FL,Private,Unknown,0.7778,41,18700
California Career Institute,1154,CA,Private,Unknown,0.7778,517,18700
Grace School Of Theology,1154,TX,Private,Unknown,0.7778,215,7660
Yeshiva Gedolah Kesser Torah,1154,NY,Private,Unknown,0.3571,82,18900
Universal Training Institute,1154,NJ,Private,Unknown,0.7778,133,18700
Yeshiva Yesodei Hatorah,1154,NJ,Private,Unknown,1.0,72,21600
Center For The Healing Arts,1154,NJ,Private,Unknown,0.7778,36,18700
Bonnie Joseph Academy Of Cosmetology & Barbering,1154,UT,Private,Unknown,0.8571,15,18700
J D Academy Of Salon And Spa,1154,CA,Private,Unknown,0.7778,106,18700
Boca Beauty Academy,1154,FL,Private,Unknown,0.7778,211,18700
City Pointe Beauty Academy,1154,MO,Private,Unknown,0.7778,102,18700
The Chrysm Institute Of Esthetics,1154,VA,Private,Unknown,0.7778,255,18700
Sanford Burnham Prebys Medical Discovery Institute,1154,CA,Private,Unknown,0.7778,1107,18700
Belle Academy Of Cosmetology Llc,1154,CT,Private,Unknown,0.7778,12,18700
Empire Beauty School-Augusta,1154,GA,Private,Unknown,0.7778,88,18700
South University-High Point,1154,NC,Private,Unknown,0.7778,70,22150
Empire Beauty School-Vernon Hills,1154,IL,Private,Unknown,0.7778,57,18700
Empire Beauty School-Stone Park,1154,IL,Private,Unknown,0.7778,118,18700
San Joaquin Valley College-Lancaster,1154,CA,Private,Unknown,0.7778,239,18700
Empire Beauty School-Rochester,1154,NY,Private,Unknown,0.7778,83,18700
Ross Medical Education Center-Kokomo,1154,IN,Private,Unknown,0.7778,51,18700
Ross Medical Education Center-Erlanger,1154,KY,Private,Unknown,0.7778,67,18700
Ross Medical Education Center-Charleston,1154,WV,Private,Unknown,0.7778,36,18700
Intercoast Colleges-Fairfield,1154,CA,Private,Unknown,0.7778,139,18700
Milan Institute-Merced,1154,CA,Private,Unknown,0.7778,308,18700
Midwest Technical Institute-Missouri,1154,MO,Private,Unknown,0.7778,335,18700
Augusta University,1113,GA,Public,Unknown,0.8931,5282,26243
Middle Georgia State University,1055,GA,Public,Unknown,0.9977,6655,21675
Trenz Beauty Academy,1154,IL,Private,Unknown,0.7778,73,18700
Paul Mitchell The School-Denver,1154,CO,Private,Unknown,0.7778,231,18700
Academy Of Interactive Entertainment,1154,WA,Private,Unknown,0.65,76,24600
Arrojo Cosmetology School,1154,NY,Private,Unknown,0.7778,107,18700
Cosmetology Academy Of Texarkana,1154,TX,Private,Unknown,0.7778,55,18700
Veritas Baptist College,1154,IN,Private,Unknown,1.0,114,9792
Lynnes Welding Training,1154,ND,Private,Unknown,0.7778,36,18700
Aviation Institute Of Maintenance-Las Vegas,1154,NV,Private,Unknown,0.7778,332,17757
Uei College-Bakersfield,1154,CA,Private,Unknown,0.7778,1385,18700
Devry College Of New York,1154,NY,Private,Unknown,1.0,175,17888
Devry University-Arizona,1154,AZ,Private,Unknown,0.7778,22,17888
Devry University-California,1154,CA,Private,Unknown,0.4325,2081,17888
Devry University-Florida,1154,FL,Private,Unknown,1.0,188,17888
Devry University-Georgia,1154,GA,Private,Unknown,0.8125,472,17888
Devry University-Illinois,1050,IL,Private,Unknown,0.4325,25975,17888
Devry University-Nevada,1154,NV,Private,Unknown,0.7778,4,17888
Devry University-New Jersey,1154,NJ,Private,Unknown,1.0,68,17888
Devry University-Ohio,1154,OH,Private,Unknown,0.8889,218,17888
Devry University-Texas,1154,TX,Private,Unknown,0.0,26,17888
Devry University-Virginia,1154,VA,Private,Unknown,1.0,25,17888
University Of North Georgia,1136,GA,Public,Unknown,0.7216,15542,22459
South Georgia State College,1154,GA,Public,Unknown,0.7778,1553,19675
Northeastern University Professional Programs,1154,MA,Private,Unknown,0.7778,1674,18700
Florida Polytechnic University,1294,FL,Public,Unknown,0.5573,1556,23080
American Institute-Toms River,1154,NJ,Private,Unknown,0.7778,463,18700
Alamo City Barber College,1154,TX,Private,Unknown,0.7778,180,18700
Arizona College-Mesa,1154,AZ,Private,Unknown,0.7778,133,18835
Antioch College,1154,OH,Private,Unknown,0.8167,127,50383
Texas A&M University-Central Texas,1154,TX,Public,Unknown,1.0,1698,8027
Central Georgia Technical College,1154,GA,Public,Unknown,0.7778,5602,4980
Barber School Of Pittsburgh,1154,PA,Private,Unknown,0.7778,78,18700
Innovate Salon Academy,1154,NJ,Private,Unknown,0.7778,247,18700
Arizona State University Digital Immersion,1154,AZ,Public,Unknown,0.6411,49000,18700
Louisiana Delta Community College,1154,LA,Public,Unknown,0.7778,2933,5379
The Fab School,1154,CA,Private,Unknown,0.7778,164,18700
Networks Barber College,1154,IL,Private,Unknown,0.7778,50,18700
Jb'S Hair Design And Barber College,1154,OK,Private,Unknown,0.7778,63,18700
Paul Mitchell The School-Lombard,1154,IL,Private,Unknown,0.7778,73,18700
Paul Mitchell The School-Greenville,1154,SC,Private,Unknown,0.7778,147,18700
Barber And Beauty Academy Of Pennsylvania,1154,PA,Private,Unknown,0.7778,44,18700
Delta College Of Arts & Technology-Lafayette Campus,1154,LA,Private,Unknown,0.7778,183,18700
Delta College-Slidell Campus,1154,LA,Private,Unknown,0.7778,135,18700
Integrity College Of Health,1154,CA,Private,Unknown,0.7778,158,18700
Electrical And Hvac/R Training Center,1154,NY,Private,Unknown,0.7778,236,18700
Alexander Paul Institute Of Hair Design,1154,NC,Private,Unknown,0.7778,37,18700
More Tech Institute,1154,FL,Private,Unknown,0.7778,72,18700
Dorsey College-Dearborn,1154,MI,Private,Unknown,0.7778,450,22800
Neecee'S Barber College,1154,TX,Private,Unknown,0.7778,33,18700
Bella Cosmetology And Barber College,1154,TX,Private,Unknown,0.7778,71,18700
Franklin Hair Academy School Of Cosmetology,1154,TN,Private,Unknown,0.7778,75,18700
Ana G. Mendez University,1154,FL,Private,Unknown,0.7778,4897,15585
Ohio Institute Of Allied Health,1154,OH,Private,Unknown,0.7778,39,29399
Access Careers,1154,NY,Private,Unknown,0.7778,408,18700
Luckes Beauty Academy Llc,1154,VA,Private,Unknown,0.7778,21,18700
Total Transformation Institute Of Cosmetology,1154,TX,Private,Unknown,0.7778,94,18700
Vibe Barber College,1154,TN,Private,Unknown,0.7778,63,18700
Champ'S Barber School,1154,PA,Private,Unknown,0.7778,45,18700
Washington University Of Science And Technology,1154,VA,Private,Unknown,0.1149,302,14378
East-West Healing Arts Institute,1154,WI,Private,Unknown,0.7778,44,18700
Standard Healthcare Services-College Of Nursing,1154,VA,Private,Unknown,0.2186,719,18700
Philadelphia Technician Training,1154,PA,Private,Unknown,0.7778,492,18700
Grace International Beauty School,1154,NY,Private,Unknown,0.7778,15,18700
Alliance Computing Solutions,1154,NY,Private,Unknown,0.7778,4,18700
Interamerican Technical Institute,1154,FL,Private,Unknown,0.7778,606,18700
Bay Area Medical Academy,1154,CA,Private,Unknown,0.7778,159,18700
Mind Body Institute,1154,TN,Private,Unknown,0.7778,36,18700
Parisian Spa Institute,1154,FL,Private,Unknown,0.7778,198,18700
Creative Touch Cosmetology School,1154,IL,Private,Unknown,0.7778,21,18700
Labarberia Institute Of Hair,1154,OH,Private,Unknown,0.7778,213,18700
Bos-Man'S Barber College,1154,LA,Private,Unknown,1.0,54,18700
Alabama College Of Osteopathic Medicine,1154,AL,Private,Unknown,0.7778,1107,18700
High Desert Medical College,1154,CA,Private,Unknown,0.7778,1721,18700
Paul Mitchell The School-Schenectady,1154,NY,Private,Unknown,0.7778,93,18700
Beyond Measure Barbering Institute,1154,NC,Private,Unknown,0.7778,49,18700
Barber Institute Of Texas,1154,TX,Private,Unknown,0.7778,16,18700
Jupiter Beauty Academy,1154,MA,Private,Unknown,0.7778,207,18700
Medquest College,1154,KY,Private,Unknown,0.7778,273,18700
First Coast Barber Academy,1154,FL,Private,Unknown,0.7778,50,18700
Debutantes School Of Cosmetology And Nail Technology,1154,IL,Private,Unknown,0.7778,65,18700
Paul Mitchell The School-Farmington Hills,1154,MI,Private,Unknown,0.7778,105,18700
Paul Mitchell The School-Merrillville,1154,IN,Private,Unknown,0.7778,70,18700
Tigi Hairdressing Academy Newtown,1154,CT,Private,Unknown,0.7778,96,18700
Yahweh Beauty Academy,1154,TX,Private,Unknown,0.7778,42,18700
Arizona School Of Integrative Studies,1154,AZ,Private,Unknown,0.7778,161,18700
Lee Professional Institute,1154,FL,Private,Unknown,0.7778,35,18700
Park Place Premier Barber School,1154,LA,Private,Unknown,0.7778,22,18700
The Salon Professional Academy-San Jose,1154,CA,Private,Unknown,0.7778,231,18700
Tri-Community Adult Education,1154,CA,Public,Unknown,0.7778,217,18700
Ross Medical Education Center-Owensboro,1154,KY,Private,Unknown,0.7778,29,18700
Ross Medical Education Center-Evansville,1154,IN,Private,Unknown,0.7778,68,18700
Ross Medical Education Center-Johnson City,1154,TN,Private,Unknown,0.7778,67,18700
North-West College-Anaheim,1154,CA,Private,Unknown,0.7778,455,18700
North-West College-Long Beach,1154,CA,Private,Unknown,0.7778,576,18700
Taylor Andrews Academy Of Hair Design-Provo,1154,UT,Private,Unknown,0.7778,148,18700
University Of Florida-Online,1331,FL,Public,Unknown,0.6438,4577,4926
Ogle School Hair Skin Nails-Stafford,1154,TX,Private,Unknown,0.7778,516,18700
University Of Phoenix-Arizona,1154,AZ,Private,Unknown,0.7778,76996,10968
University Of Phoenix-California,1154,CA,Private,Unknown,0.7778,155,18700
University Of Phoenix-Nevada,1154,NV,Private,Unknown,0.7778,1107,18700
University Of Phoenix-Texas,1154,TX,Private,Unknown,0.7778,20,18700
Minerva University,1154,CA,Private,Unknown,0.0355,603,37050
University Of West Los Angeles,1154,CA,Private,Unknown,0.7778,6,18700
Rabbinical College Ohr Yisroel,1154,NY,Private,Unknown,0.7778,116,15850
Aveda Institute-Phoenix,1154,AZ,Private,Unknown,0.7778,202,18700
University Of North Texas At Dallas,916,TX,Public,Unknown,0.9386,2914,24908
Dermal Science International Aesthetics And Nail Academy,1154,VA,Private,Unknown,0.7778,35,18700
Bridgevalley Community & Technical College,1154,WV,Public,Unknown,0.7778,1734,6954
Northwest College-Medford,1154,OR,Private,Unknown,0.7778,72,18700
Houston Training Schools-Gessner,1154,TX,Private,Unknown,0.7778,155,18700
Empire Beauty School-Buffalo,1154,NY,Private,Unknown,0.7778,78,18700
Paul Mitchell The School-Toledo,1154,OH,Private,Unknown,0.7778,169,18700
Georgia Military College,1154,GA,Public,Unknown,0.7778,3936,23268
